InputID,TargetID,Distance
60002009289,"0400100007",7671.22086826512
60002009290,"0400100007",10998.9455176017
60002009682,"0400100007",9216.7331194303
60002109291,"0400100007",15186.7797444308
60002200374,"0403920106",12830.9359719821
60002200395,"0403920007",10815.2226198139
60002207970,"0403920106",12809.4561736157
60002209292,"0401923102",11302.6508472632
60002209293,"0401923102",11302.6508472632
60002209294,"0403920106",12558.3552550263
60002503570,"0403705193",421.230596340647
60002503573,"0403707245",2801.84291568769
60002503575,"0403705193",1443.27227105579
60002503576,"0403717293",2018.2588599143
60002505922,"0403717293",1440.98107405938
60002506328,"0403705193",194.046929288309
60002507535,"0403705193",1570.67499742898
60002604544,"0411106306",9669.80991826503
60002609485,"0402918704",10476.7273397505
60002609486,"0411106306",14416.7669865772
60002610815,"0402935442",15561.0330102738
60002611986,"0411106306",9413.68785587377
60002702451,"0406500102",23980.2169869613
60002702452,"0406500096",28980.8269734616
60002705011,"0405901231",28026.8650411132
60002707605,"0405901231",24807.5517014353
60002709488,"0406500102",20823.2924931384
60002709489,"0405901231",26617.1768417265
60002709490,"0406500102",21866.760287445
60002709491,"0406500102",18147.904169364
60002709492,"0405901231",27726.1388642618
60002709493,"0406500102",21319.4806931365
60002709496,"0406500102",15799.1391148041
60002709497,"0406500102",23868.9691896745
60002709498,"0406500102",17076.8228556957
60002710280,"0406500102",18653.5864262849
60002710281,"0406500102",11692.6462782896
60002710352,"0406500102",15481.9121838734
60002710587,"0406500096",25868.3333236152
60002710588,"0406500096",25946.1863912788
60002711036,"0405901231",16804.9934570275
60002711037,"0406500096",27607.935265619
60002712001,"0406500102",20711.8518655317
60002712094,"0406500102",20823.2924931384
60002712433,"0406500096",29293.8712681843
60002712772,"0405901231",22444.8654755952
60002712914,"0406500102",20898.6512766709
60002803647,"0406500096",30362.017559323
60002803648,"0406500096",17489.9226391847
60002805012,"0406500096",29031.9779708504
60002806276,"0406500096",31295.0344720946
60002807222,"0406500096",27092.2246887189
60002807223,"0406500096",28010.2792827063
60002808270,"0406500096",32928.1619653127
60002808271,"0406500096",29392.26934606
60002808272,"0406500096",27938.9799195608
60002808564,"0406500096",17809.4959444412
60002809499,"0406500096",29267.5162532738
60002809500,"0406500096",30385.7956518554
60002809501,"0406500096",28595.9490556217
60002809502,"0406500096",30037.5305348293
60002809503,"0406500096",26631.3751609426
60002809505,"0406500096",28221.3834184203
60002809506,"0406500096",29518.308977483
60002809684,"0406500096",25166.3288278521
60002810282,"0406500096",32197.5603141288
60002810353,"0406500096",27411.4913935211
60002810589,"0406500096",30385.7956518554
60002811038,"0406500096",34098.9041428285
60002811039,"0406500096",22844.8957733081
60002811040,"0406500096",22902.0579075429
60002811041,"0406500096",28506.8335522455
60002811042,"0406500096",18661.6916712529
60002811043,"0406500096",30647.4145875771
60002811170,"0406500096",19465.6311026462
60002811187,"0406500096",32342.4808340864
60002811838,"0406500096",33295.4654340737
60002812568,"0406500096",31802.2890474845
60002812584,"0406500096",29699.7316834721
60002812778,"0406500096",28991.5731704855
60002902467,"0406500096",30238.9058746405
60002903649,"0406500096",29663.9616978612
60002906282,"0406500096",24979.262134763
60002908565,"0406500096",30190.8499105623
60002909507,"0406500096",29072.7661408752
60002909508,"0406500096",25393.834871036
60002909509,"0406500096",25489.7029823102
60002909510,"0406500096",27547.706315425
60002909511,"0406500096",24955.9097728546
60002909685,"0406500096",29436.2543050655
60002909686,"0406500096",26902.1205580573
60002910354,"0406500096",26476.891021351
60002910590,"0406500096",25761.7396628718
60002911044,"0406500096",24758.7999093699
60002911239,"0406500096",23528.4328425359
60002911241,"0406500096",30238.9058746405
60002911249,"0406500096",23316.6638476093
60002911921,"0406500096",19628.8249242352
60002912243,"0406500096",19628.8249242352
60002912289,"0406500096",27874.6486285185
60003109475,"0406900303",43550.6847950285
60003112240,"0406900303",21631.482306299
60003202227,"0403717802",1300.623716547
60003204949,"0403717802",1578.29151338222
60003204950,"0403702098",2377.36681185722
60003204951,"0403717802",1007.09383689635
60003204952,"0403717802",1009.86122914638
60003204955,"0403702096",1336.29157975995
60003204956,"0403717802",158.562254340811
60003204957,"0403705682",901.543117883823
60003204958,"0403705683",1267.40211389379
60003204960,"0403726391",1906.59066275143
60003204961,"0403717802",1489.99370845156
60003206330,"0403717802",1789.04955885663
60003212165,"0403717802",1300.623716547
60003301255,"0403920097",8543.87470008073
60003301256,"0403920097",9675.63127291992
60003301258,"0403920097",9089.88588873883
60003304680,"0403920097",9357.70564635521
60003307695,"0403920097",12553.5524161126
60003312608,"0403920097",12818.185500089
60003312656,"0403920097",12904.4173038537
60003401797,"0403300002",45618.3672358704
60003405470,"0403300002",46164.716887533
60003406982,"0403300002",44325.8319074177
60003406983,"0403300002",45076.9408005678
60003408407,"0403300002",45567.1868422862
60003408652,"0403300002",46182.6849251345
60003409465,"0403300002",44414.8195357261
60003411882,"0403300002",48972.781435024
60003412211,"0403300002",45396.7547606147
60003412585,"0403300002",44387.8661401919
60003501547,"0410720152",33165.6827436164
60003501548,"0410720152",32594.4785122559
60003501549,"0410720152",32138.8481379863
60003507903,"0410720152",33983.1814266539
60003508425,"0410720152",32192.8331724222
60003511532,"0410720152",33522.2178190321
60003601091,"0411320416",8151.85969125997
60003601095,"0411320416",11232.7113817222
60003601108,"0411320416",10304.6788867437
60003601114,"0411320416",10531.206921961
60003603755,"0411320416",11583.4719415493
60003606335,"0411320416",11808.4454496618
60003607250,"0406720328",11501.2159283918
60003608582,"0406720328",8753.05941959772
60003608583,"0406720328",10689.2401039508
60003610359,"0411320416",7821.94453184369
60003611084,"0406720328",9947.4609461549
60003611085,"0411321158",8965.73489424748
60003611087,"0406720328",8733.34757836982
60003611734,"0406720328",9565.70509378511
60003611735,"0406720328",10196.1918536312
60003612351,"0406720328",8559.97767704472
60003612523,"0406720328",8753.05941959772
60003612980,"0406720328",8591.38494243645
60003701550,"0402320106",6940.74809728491
60003701551,"0402320106",6740.89035650476
60003801994,"0402300057",1761.44587216019
60003803640,"0402300695",4417.39239390113
60003807500,"0402300057",1761.44587216019
60003809400,"0402300057",2023.58127793166
60003901212,"0404720080",5484.62577338358
60003901213,"0404700010",5094.60215073241
60003907540,"0404700010",4338.97937248003
60003908524,"0404720080",5748.8961228252
60003910965,"0404700010",3908.93558160638
60003911971,"0404720080",5748.8961228252
60004005118,"0401924786",768.287436920433
60004005119,"0401900077",1696.00207942011
60004005120,"0401924786",1709.27432366703
60004007830,"0401900077",1751.62002682885
60004008478,"0401900077",1589.37444905223
60004205341,"0407300054",42426.0430568214
60004206527,"0407300054",42426.0430568214
60004206844,"0407300054",42426.0430568214
60004210387,"0407300054",21850.7300153722
60004212735,"0407300054",21932.1653796739
60004212740,"0407300054",46193.7761057733
60004306172,"0408500058",15972.5329224035
60004306173,"0408500058",12873.7372125103
60004306174,"0408500058",9984.95294848261
60004308369,"0408500058",9405.41838410186
60004402139,"0403300002",41140.2649092685
60004402140,"0403300002",40608.6088252289
60004402141,"0403300002",41071.0805471993
60004406727,"0403300002",40608.6088252289
60004507089,"0402120428",3205.68527602358
60004507090,"0402120428",3560.32952730816
60004507091,"0402120428",4953.89059534507
60004507092,"0402120737",2530.16957877041
60004507093,"0402120428",4460.9280820194
60004508484,"0402120428",4088.59934887138
60004607183,"0406900303",24653.9258087578
60004607184,"0406900303",24409.1383062506
60004607185,"0406900303",24275.5561878661
60004611204,"0406900303",24533.8998446775
60004707366,"0407720601",3099.64580611967
60004707371,"0407720601",3504.20840389375
60004707379,"0407720601",1821.12339028874
60004707380,"0407720601",3099.64580611967
60004707383,"0407720601",3043.06001148487
60004707384,"0407720601",2681.23015105333
60004707387,"0407720601",2931.11260214975
60004707390,"0407720601",1405.84353645253
60004707393,"0407720601",4737.45260246274
60004707396,"0407720601",4500.3715810438
60004707397,"0407720601",2726.41976614726
60004707398,"0407720601",5725.69218397266
60004707399,"0407720601",4746.81007259373
60004707400,"0407720601",4470.73207853501
60004707401,"0407720601",6276.92046867428
60004708341,"0407720601",1821.12339028874
60004710393,"0407720601",2577.55134802921
60004710394,"0407720601",3785.90754302035
60004711425,"0407720601",2577.55134802921
60004711426,"0407720601",2577.55134802921
60004711784,"0407720601",6317.23970354317
60004712105,"0407720601",3680.63030493087
60004712372,"0407720601",6242.91249706048
60004712453,"0403705599",1424.50695070065
60004807403,"0405322565",23748.8678195387
60004807404,"0405322565",27125.9220369179
60004807405,"0405322565",27138.4986487342
60004807406,"0405322565",22569.1589117834
60004807407,"0405322565",24479.8457627853
60004807408,"0405322565",27307.9143909885
60004807409,"0405322565",23876.6290049083
60004807410,"0405322565",29293.6044796605
60004807411,"0405322565",27208.343614827
60004807412,"0405322565",26429.510870014
60004810395,"0405322565",27138.4986487342
60004810396,"0405322565",23571.2171291656
60004812391,"0405322565",23445.1187664579
60004907413,"0407920817",27340.4461486341
60004907414,"0407920817",27103.4488228197
60004907415,"0407920817",31589.2827071439
60004907416,"0407920817",31099.5896111973
60004908623,"0407920817",27290.4679001697
60005007486,"0409900004",62964.6952596304
60005102012,"0400720102",10603.0486235984
60005102013,"0400720102",10467.1788319253
60005102014,"0400720102",11193.7413307989
60005102015,"0400720102",11033.799588418
60005102016,"0400720102",12080.4534788205
60005107951,"0400720102",11033.799588418
60005107952,"0400720102",11031.4023970743
60005201475,"0402320071",15734.2111032726
60005201476,"0402320077",16927.9200012372
60005201477,"0402320071",17146.3437706737
60005201479,"0402320071",15006.7635813936
60005201481,"0402320077",17787.3329296797
60005201484,"0402320077",15876.424579065
60005201487,"0402320077",14499.897143144
60005213158,"0402320077",14432.7655579876
60005707737,"0407720307",7920.41308442689
60005707739,"0407720307",7890.88115560202
60006002208,"0409900095",10316.4583970653
60006002209,"0409900095",10985.9039166689
60006002212,"0409900095",10757.2238039215
60006004164,"0409900095",10920.417804824
60006011342,"0409900095",10066.2326083362
60006012090,"0409900095",10978.4759387243
60006012334,"0409900095",10757.2238039215
60006104232,"0409920051",4863.00888520764
60006105114,"0409920051",5455.4831832165
60006105115,"0409920051",5904.47780848927
60006111814,"0409920051",4863.00888520764
60006111925,"0409920051",7793.50244708133
60006112206,"0409920051",4504.12194158988
60006204231,"0409920049",3948.24416497847
60006204233,"0409920049",5367.69341530018
60006204234,"0409920049",4063.35305478138
60006204235,"0409920049",4367.01224237683
60006204236,"0409920049",6119.62300255834
60006206752,"0409920049",5430.69759150899
60006206757,"0409920049",3790.6917625645
60006210697,"0409920049",3746.92378578628
60006211500,"0409920049",4961.06138578098
60006306868,"0409900095",887.588846047387
60006308657,"0409900095",2197.54934349387
60006310698,"0409900095",1143.38950047045
60006312193,"0409900095",2197.54934349387
60006312220,"0409900095",2147.47568405807
60006312224,"0409900095",2094.4643615306
60006313009,"0409900095",953.853944142767
60006404869,"0410720153",4845.3879812851
60006404870,"0410720153",5179.87804637201
60006404871,"0410720153",5746.23449280571
60006404872,"0410720153",4833.61300734304
60006404873,"0410720153",3776.81793124066
60006404874,"0410720153",5490.36019777536
60006404875,"0410720153",3715.76588258138
60006404876,"0410720152",3738.14962834506
60006404877,"0410720152",6162.31340389214
60006404878,"0410720153",6561.26723515864
60006404879,"0410720152",5230.49625242757
60006404880,"0410720153",3926.61396535745
60006407467,"0410720152",6048.12511137927
60006407905,"0410720153",4385.94846895812
60006408426,"0410720153",6928.37840234869
60006409424,"0410720153",6749.50086147895
60006410704,"0410720152",4714.32768820198
60006411533,"0410720153",4607.28789339973
60006411535,"0410720152",12357.5338192111
60006411825,"0410720152",6630.59477534059
60006412042,"0410720152",6449.26513822539
60006412356,"0410720152",11866.5039430022
60006501237,"0401900174",37053.436265649
60006501238,"0401900174",42092.8070994184
60006501239,"0401900174",41291.6116544966
60006501240,"0401900174",42048.3399540197
60006501241,"0401900174",40644.7941618491
60006501242,"0401900174",41473.4404231457
60006501243,"0401900174",41349.590427313
60006509359,"0401900174",40491.0262406494
60006511370,"0401900174",41679.9076214055
60006511536,"0401900174",42414.3686603861
60006607920,"0411120472",2515.46800785239
60006700730,"0401900174",6157.59140913443
60006700731,"0401900174",6211.07537661918
60006700732,"0401900174",6211.77878804434
60006807312,"0403900156",7209.33714277815
60006808144,"0403900156",7573.86857706901
60006810542,"0403900156",7635.56314912624
60006810543,"0403900156",8570.02649968375
60006811680,"0403900156",7573.86857706901
60006811681,"0403900156",8239.558841629
60006811682,"0403900156",11664.1605409429
60006811949,"0403900156",7573.86857706901
60006812658,"0403900156",1954.98394358142
60006908607,"0407300054",19103.7042242649
60006908608,"0407300054",19299.2199454087
60006908610,"0407300054",23525.1944900269
60006908611,"0407300054",14557.2536416734
60006908612,"0407300054",16044.6642477515
60006908613,"0407300054",15029.4417287347
60006908614,"0407300054",14653.4352372397
60006910646,"0407300054",14653.4352372397
60006911158,"0407300054",15739.8867608488
60007108706,"0407100078",74991.4605001811
60007310811,"0402919123",546.550679057239
60007410812,"0403042483",2468.64690634979
60007510813,"0403705121",31702.0214489217
60007610814,"0403039730",3489.33541036568
60007710817,"0401900077",19922.8261038414
60007810820,"0403300002",29078.6643476755
60007910822,"0403520009",21894.5319714593
60008010978,"0405500001",19882.8858126759
60008110966,"0403520009",127452.202639638
60008211008,"0410100098",42025.1865345261
60008311011,"0403520009",65784.157187892
60008410731,"0400120004",10862.9620110872
60008510732,"0400100007",16146.6720083466
60008610733,"0400100007",21460.5777043445
60008810734,"0401300310",26127.7176180872
60008910738,"0407720657",40049.5870514327
60009010744,"0400720008",11444.7522297712
60009110747,"0409900004",28322.9643429113
60009210761,"0401300310",7040.05267735587
60009310765,"0402320071",125675.447171826
60009411035,"0406500062",6536.03524390081
60009511083,"0411321266",25168.1464227325
60009610770,"0407720657",64558.9787617744
60009710787,"0403900156",31601.5022479069
60009810788,"0403900156",10367.1831370298
60009910791,"0402120869",9212.84397168665
60010010802,"0402320077",18312.6672591959
60010110803,"0402500021",29752.0593484093
60010210806,"0410720153",140318.60069849
60010310916,"0403705820",2512.71778579494
60010410917,"0403705384",834.27426005443
60010510918,"0403706246",5182.98688215194
60010610919,"0403705124",879.702406613957
60010710920,"0403717913",619.00158575979
60010810921,"0403711289",766.847238820179
60010910922,"0403720785",548.350494821865
60011010923,"0403705104",2014.10138961327
60011110924,"0403730056",1855.36469478098
60011210925,"0403726336",1640.76107741766
60011310926,"0403705330",2556.80776848922
60011410927,"0407100017",2829.85093135856
60011607169,"0403900156",46907.3375932365
60011607170,"0403900156",27006.691285826
60011609296,"0403900156",46902.3887967561
60011609482,"0403900156",29454.0188651908
60011610544,"0403900156",46904.5844740128
60011611163,"0403900156",46906.7989886859
60011612212,"0403900156",27006.691285826
60011612495,"0403900156",28446.5531649002
60011612519,"0403900156",46942.1992835272
60011613035,"0403900156",34048.3478036955
60011710955,"0401300310",37198.0712058227
60011810959,"0403300002",53571.7428802279
60011910964,"0404720126",13457.7013793535
60012010972,"0406900304",17606.0299623979
60012110996,"0405901267",5668.87068325537
60012210997,"0405901091",2469.46729182367
60012310998,"0405907868",1836.71827291371
60012410999,"0405901098",4310.90677603947
60012511468,"0410320252",51590.4711404832
60012611469,"0403520004",81331.9977636373
60012711472,"0409300001",15632.9779621456
60012811476,"0409500507",7167.55260901887
60012911485,"0403300002",48822.779044854
60013011115,"0406500075",9199.98633850505
60013111116,"0407100080",4873.94461827406
60013211117,"0407100128",2874.490400544
60013311439,"0408303413",5845.53814602863
60013311440,"0408321450",1437.55922795495
60013411208,"0403706213",3109.30789288913
60013511457,"0408500063",17110.2766664482
60013611207,"0407100017",4506.55667012294
60013711459,"0408500046",8162.41874876998
60013811406,"0407300047",2041.18767656485
60013911410,"0401300310",33133.7883639243
60014011424,"0407720003",4612.65053152402
60014111427,"0407900715",7539.6005747502
60014211433,"0408100096",16083.8034074986
60014311465,"0408500058",19935.0355460937
60014411499,"0409920051",15152.2995747759
60014511522,"0410120601",5980.73213299921
60014611524,"0410320252",17524.9500609155
60014711531,"0410700378",33896.7574395307
60014811540,"0411121953",2958.94488353061
60014911544,"0411321150",4320.43577409621
60015110736,"0400120004",9524.75380120372
60015310928,"0403705798",2653.07085889905
60015310929,"0403705705",4134.68606784573
60015310930,"0403705705",1065.60067179152
60015310931,"0403705705",3266.14339473304
60015310932,"0403705798",2653.07085889905
60015310934,"0403713151",3427.33481201931
60015310935,"0403705798",1546.84544887135
60015310936,"0403705798",2863.3891484042
60015310937,"0403705798",3689.24950345685
60015310938,"0403705705",4353.45107104141
60015310939,"0403705705",3108.49207807133
60015310940,"0403705798",4386.40576898633
60015310941,"0403705531",2826.70923406688
60015310942,"0403705798",2688.65439736368
60015310943,"0403705705",2461.00476811745
60015310944,"0403705705",2056.71912816754
60015310945,"0403705798",3361.11685710747
60015310946,"0403705705",1893.23154104609
60015510968,"0409900031",132471.841019148
60015811503,"0404720080",13595.1275869558
60015811504,"0404720080",5572.73786733945
60015811505,"0404720080",8175.17887003612
60015811506,"0404720080",12866.331377678
60015811508,"0404720080",10270.0476780436
60015811509,"0404700010",10197.3870510654
60015811510,"0404720080",8050.1461792438
60015811511,"0404700010",12280.940321896
60015811512,"0404700010",11027.1966375
60015811513,"0404720080",12096.59485622
60015811515,"0404720080",10780.516572077
60015811516,"0404720080",9184.93461830963
60015811816,"0404720080",12127.540970215
60015812175,"0404720080",13086.4338897009
60015812929,"0404720080",9255.10928498943
60015901473,"0409300001",52514.7857621423
60015901474,"0409300001",52622.9463049196
60015901615,"0409300001",39174.8022953485
60015904089,"0409300001",52683.9634217485
60015907446,"0409300001",52894.1790564575
60015908395,"0409300001",38426.3254996005
60015908834,"0409300001",37828.269451667
60015910426,"0409300001",52508.1224543919
60015910677,"0409300001",52561.9938759467
60016000936,"0403900156",41804.1706874299
60016002229,"0403900156",51193.9651226286
60016007023,"0403900156",51510.2794591464
60016007168,"0403900156",41804.1706874299
60016007902,"0403900156",51136.7165203928
60016009210,"0403900156",43282.2947484047
60016009660,"0403900156",31085.4047854811
60016010251,"0403900156",53252.1333498055
60016010252,"0403900156",30864.4565796945
60016010254,"0403900156",51464.1651541965
60016010541,"0403900156",53252.1333498055
60016012074,"0403900156",44116.3793933734
60016012129,"0403900156",51565.2121243832
60132212064,"0407300014",1897.78757284274
60132212083,"0407300052",1030.85790642571
60132212388,"0407300014",1897.78757284274
60132212642,"0407300052",1661.49456906989
60132212726,"0407300052",1661.49456906989
60132213517,"0407300014",1963.06434455506
60132312119,"0403705359",2102.43477047877
60132412077,"0403705936",4111.85457594159
60132412106,"0407720003",8559.20254050688
60132412447,"0403705936",4096.55135173834
60132412449,"0411321272",20929.9798814397
60132412659,"0407720003",6644.22349983213
60132412785,"0411321272",20929.9798814397
60133106604,"0410320252",89498.4982505744
60133106605,"0410320252",86051.7551189702
60133106872,"0410320252",85821.8166896673
60133108416,"0410320252",89498.4982505744
60133108417,"0410320252",85821.8166896673
60133201201,"0406720328",15868.1966041558
60133201202,"0411320416",14263.9773689871
60133201984,"0410120499",21706.391303447
60133201985,"0410120499",21317.5015834842
60133201987,"0410120499",17446.2013762211
60133201988,"0410120499",20386.7159083446
60133201991,"0410120499",14140.9431638096
60133201992,"0410120499",14181.6521239175
60133201993,"0411320416",12694.2820732218
60133203711,"0410120499",22048.2941284055
60133204148,"0411320416",12706.4824106202
60133204149,"0411320416",16934.7871236974
60133204151,"0411320416",16568.7245516814
60133204152,"0411320416",14011.3917287817
60133204153,"0411320416",12630.6847559192
60133204154,"0410120499",18277.984376532
60133204155,"0411320416",14638.2617988529
60133204156,"0411320416",16113.6652358783
60133204157,"0411320416",14644.6454850745
60133205023,"0410120499",12104.5223789084
60133205094,"0410120499",19757.0366264779
60133205095,"0410120499",14314.9413333467
60133205096,"0410120499",18785.8236754093
60133205097,"0410120499",21585.3111767734
60133205098,"0410120499",20448.0415711237
60133205100,"0410120499",19928.7471351918
60133205102,"0410120499",20437.5479514638
60133205103,"0410120499",20250.9173131242
60133205104,"0410120499",13088.8162129692
60133205105,"0410120499",22093.4411794169
60133205107,"0410120499",18158.2576578641
60133205108,"0410120499",19212.261300689
60133205109,"0410120499",21425.1385221067
60133207240,"0410120499",19261.0704869983
60133207727,"0410120499",18959.5152469329
60133207728,"0410120499",20045.5451887627
60133207729,"0411320416",15081.6977248945
60133208818,"0411320416",13261.7872823993
60133208952,"0410120499",20176.4540532708
60133209623,"0410120499",12104.5223789084
60133209783,"0406720328",15049.7990612292
60133210598,"0410120499",18179.4309569904
60133210599,"0410120499",15474.3554091351
60133211070,"0410120499",19216.6452443634
60133211072,"0410120499",19261.0704869983
60133211073,"0410120499",19731.3242069076
60133211074,"0410120499",19029.8305738629
60133211200,"0410120499",18731.1938075791
60133211201,"0410120499",14853.0856368119
60133211730,"0410120499",9779.03405585052
60133211878,"0410120499",18284.2774124501
60133211916,"0411320416",17030.87008272
60133211951,"0411321272",14561.5726061264
60133213020,"0406720328",15556.7789404066
60133213331,"0410120499",18882.7367853082
60133312363,"0403705286",3895.95072461329
60133412395,"0408100060",20331.2968975728
60133512402,"0410120499",32403.1162127148
60133512419,"0405907868",3375.73879942794
60133612404,"0403705936",1805.75719668372
60133712390,"0410100098",26267.6681868069
60133812549,"0405500001",43078.0441661117
60133902076,"0402120730",3449.82865633056
60133902078,"0402120730",4006.61240696929
60133908481,"0402120730",4277.66786552534
60133910219,"0402120730",4017.88632711834
60134011473,"0409520306",8202.50670529943
60134112402,"0410120499",32551.9571641249
60134212511,"0409920051",10203.7196450319
60134312546,"0408120065",16763.7248998435
60134412554,"0400120004",7151.10110536056
60134512570,"0403724153",4999.84455483735
60140711336,"0403705198",2321.10852546803
60140809067,"0403520005",33456.4363802522
60140900489,"0410720152",158497.249496296
60140900490,"0410720152",158259.167298224
60140900491,"0410720152",158465.76906431
60140904490,"0410720153",114423.347698173
60140909309,"0410720152",158380.32113177
60140909310,"0410720153",139873.044972727
60140910805,"0410720152",157087.968710861
60140912380,"0410720152",158497.249496296
60140912412,"0410720153",139868.136680693
