GEOID,API,ncescode,name,levelcode_sch,rating_sch,frpl_sch,enrollment_sch,white_sch,black_sch,hispanic_sch,asian_sch,multiracial_sch,native_american_sch,distance,feet,white_tract,black_tract,asian_tract,hispanic_tract,highschool_tract,bachelors_tract,med_earnings_adults,poverty_tract,foodstamps_tract
6001400100,401300304,62805004273,Kaiser Elementary School,e,7,0.31400001,275,0.361314,0.30292001,0.13503601,0.091240868,0.094890498,0.0109489,3745.595621,12288.69994,0.71985096,0.035907861,0.16124661,0.033536587,0.77768594,0.5913223,NA,0.034891598,NA
6001400200,401300304,62805004250,Claremont Middle School,m,3,0.616,404,0.162946,0.54464298,0.127232,0.066964239,0.049107101,0.00446429,5407.904256,17742.4686,0.80191535,0.014616936,0.083165325,0.090725809,0.82867783,0.67287397,NA,0.05796371,0
6001400400,401300304,62805004307,Peralta Elementary School,e,10,0.33399999,298,0.54141998,0.177515,0.118343,0.04733726,0.100592,0.00295858,5530.687656,18145.30129,0.71254569,0.11059684,0.098903775,0.090621196,0.7898984,0.6060968,NA,0.07440839,0
6001400500,401300304,62805011558,Sankofa Academy,"p,e,m",2,0.884,205,0.064024404,0.73170698,0.073170699,0.064024404,0.0304878,0.00609756,6069.797762,19914.03529,0.61846071,0.24322103,0.047932073,0.14187893,0.9265362,0.57775491,43338,0.12654746,0
6001400700,401300304,62805004313,Santa Fe Elementary School,e,NA,NA,186,NA,NA,NA,NA,NA,NA,7444.567193,24424.43383,0.44696304,0.40294895,0.028609155,0.13006163,0.87336892,0.37663108,NA,0.19784331,0.29596412
6001400800,401300304,69105112901,Yu Ming Charter,"e,m",NA,NA,105,NA,NA,NA,NA,NA,NA,7405.76851,24297.14156,0.4272753,0.34987241,0.12106606,0.12531897,0.84955114,0.44380611,41530,0.086519115,0
6001400800,401300304,62805010727,Aspire Berkley Maynard Academy,"e,m",6,0.80599999,551,0.0142602,0.44563299,0.506239,0.02139039,0.00891266,0.00356506,7610.636158,24969.27953,0.4272753,0.34987241,0.12106606,0.12531897,0.84955114,0.44380611,41530,0.086519115,0
6001400800,401300304,62805005632,Civicorps Elementary,e,NA,NA,155,NA,NA,NA,NA,NA,NA,7420.692924,24346.10617,0.4272753,0.34987241,0.12106606,0.12531897,0.84955114,0.44380611,41530,0.086519115,0
6001401000,401300304,62805010729,"Oakland Military Institute, College Preparatory Academy","m,h",5,0.71200001,623,0.0347705,0.23504899,0.49652299,0.19193324,0.0417246,NA,7957.182396,26106.24229,0.39034575,0.39786205,0.042592283,0.19642559,0.85240096,0.32042488,NA,0.27161732,0.88489211
6001401000,401300304,62805008442,North Oakland Community Charter School,"e,m",8,0.211,215,0.41703999,0.170404,0.179372,0.0134529,0.21524701,NA,7916.903665,25974.09422,0.39034575,0.39786205,0.042592283,0.19642559,0.85240096,0.32042488,NA,0.27161732,0.88489211
6001401100,401300304,62805012049,Oakland International High School,h,1,0.81,290,0.079320103,0.053824399,0.51841402,0.32294571,NA,NA,6922.126079,22710.38813,0.57292163,0.22517815,0.11163896,0.15154395,0.90836895,0.51160657,48191,0.156057,0.39473686
6001401200,401300304,62805004305,Oakland Technical High School,h,5,0.53600001,1858,0.22036301,0.361855,0.186902,0.19168243,0.0243786,0.00334608,6796.609112,22298.58704,0.59975964,0.1514423,0.10176282,0.18149039,0.88085109,0.56122929,NA,0.080097087,0.32075471
6001401200,401300304,62805004260,Emerson Elementary School,e,2,0.824,315,0.092537299,0.60895503,0.179104,0.068656698,0.029850701,0.00895522,6674.911623,21899.31705,0.59975964,0.1514423,0.10176282,0.18149039,0.88085109,0.56122929,NA,0.080097087,0.32075471
6001401300,401300304,62805007804,Street Academy (Alternative),h,2,0.75,NA,0.034090899,0.5,0.27272701,0.068181798,0.045454498,0.079545498,8660.739854,28414.50174,0.33300149,0.3591339,0.18442011,0.13364857,0.79310346,0.30718392,NA,0.33171651,0.39224139
6001401400,401300304,62805012610,Home And Hospital Program,"e,m,h",NA,NA,1,NA,NA,NA,NA,NA,NA,8968.905956,29425.54542,0.27494034,0.45059666,0.11431981,0.23579952,0.78330433,0.18052174,NA,0.40720156,0.55616438
6001401400,401300304,62805012611,Young Adult Program,e,NA,NA,NA,NA,NA,NA,NA,NA,NA,8968.905956,29425.54542,0.27494034,0.45059666,0.11431981,0.23579952,0.78330433,0.18052174,NA,0.40720156,0.55616438
6001401400,401300304,62805004276,Hoover Elementary School,e,2,0.87300003,318,0.044673499,0.439863,0.43642601,0.041237149,0.0103093,0.00343643,8587.53414,28174.32551,0.27494034,0.45059666,0.11431981,0.23579952,0.78330433,0.18052174,NA,0.40720156,0.55616438
6001401600,401300304,62805011555,Mcclymonds High School,h,2,0.86199999,247,0.018181801,0.88727301,0.050909098,0.01454546,0.0109091,0.00363636,9294.184886,30492.73354,0.40946084,0.3753815,0.12512717,0.14750762,0.86426997,0.31768158,NA,0.30264497,0.60795456
6001401800,400100009,62805004309,Preparatory Literary Academy Of Cultural Excellence,e,1,0.912,212,0.050925899,0.60648102,0.26851901,0.032407399,0.0277778,NA,10098.00778,33129.94783,0.25834617,0.53466874,0.024139702,0.19260401,0.79929268,0.29354554,NA,0.37236774,0.7157895
6001402500,400100009,62805004297,"Martin Luther King, Jr. Elementary School",e,1,0.86699998,244,0.094155803,0.590909,0.12987,0.12987027,0.022727299,NA,9246.477618,30336.21363,0.16622968,0.61667538,0.084950186,0.16832721,0.82213032,0.18614271,NA,0.49554273,0.78694159
6001402500,400100009,62805011935,KIPP Bridge Charter School,m,9,0.70899999,261,0.02589,0.60841399,0.26537201,0.01941745,0.042071201,0.012945,9479.188982,31099.70238,0.16622968,0.61667538,0.084950186,0.16832721,0.82213032,0.18614271,NA,0.49554273,0.78694159
6001402500,400100009,62805012048,West Oakland Middle School,m,1,0.88300002,151,0.102804,0.705607,0.088785,0.065420598,0.0140187,0.0046729,9479.188982,31099.70238,0.16622968,0.61667538,0.084950186,0.16832721,0.82213032,0.18614271,NA,0.49554273,0.78694159
6001402700,400100009,62805004285,Lafayette Elementary School,e,1,0.949,294,0.065693401,0.56204402,0.240876,0.080291972,0.0145985,NA,9542.770155,31308.30204,0.33042052,0.4620426,0.081922449,0.1638449,0.70881569,0.27871773,NA,0.30961645,0.40588236
6001402800,400100009,62805010461,Oakland School for the Arts,"m,h",7,0.142,NA,0.403846,0.220414,0.150888,0.04437872,0.152367,0.00147929,9017.879767,29586.22066,0.33494318,0.4127841,0.159375,0.080397725,0.74870735,0.29955187,NA,0.43310463,0.16593887
6001402900,400100009,69105110947,Envision Academy For Arts &amp; Technology,h,4,0.773,333,0.046647198,0.422741,0.44898,0.03207,0.0204082,0.023323599,8563.666598,28096.01992,0.26543209,0.17215364,0.43827161,0.11248285,0.77261615,0.35452324,NA,0.2501829,0.17857143
6001402900,400100009,62805010726,Lighthouse Community Charter High School,h,7,0.88599998,214,0.016949199,0.093220301,0.83050799,0.042372879,0.016949199,NA,8758.50965,28735.2688,0.26543209,0.17215364,0.43827161,0.11248285,0.77261615,0.35452324,NA,0.2501829,0.17857143
6001403300,400100009,62805012041,Oakland Charter High School,h,10,0.78899997,158,0.0150376,0.033834599,0.5,0.43609041,0.0075188,NA,8040.603003,26379.93196,0.28290433,0.089606605,0.54905295,0.047353085,0.7024433,0.43077371,NA,0.22900763,0.7669903
6001403300,400100009,62805012013,American Indian Public Charter School Ii,"e,m",9,0.73900002,194,0.0372671,0.15735,0.0641822,0.71842641,0.0124224,0.010352,8040.603003,26379.93196,0.28290433,0.089606605,0.54905295,0.047353085,0.7024433,0.43077371,NA,0.22900763,0.7669903
6001403300,400100009,62805012506,Gateway To College at Laney College School,h,NA,0.40599999,86,0.041666701,0.30208299,0.54166698,0.083333403,0.0104167,NA,7671.151468,25167.82058,0.28290433,0.089606605,0.54905295,0.047353085,0.7024433,0.43077371,NA,0.22900763,0.7669903
6001403300,400100009,62805004289,Lincoln Elementary School,e,10,0.86699998,608,0.037533499,0.069705099,0.038874,0.8284179,0.0160858,0.00134048,8076.235439,26496.83628,0.28290433,0.089606605,0.54905295,0.047353085,0.7024433,0.43077371,NA,0.22900763,0.7669903
6001403501,401300304,62805004323,Westlake Middle School,m,2,0.912,644,0.050788101,0.51488602,0.246935,0.1558665,0.0105079,0.00350263,8719.02179,28605.71545,0.36540991,0.28803158,0.208242,0.16527839,0.77857143,0.38068783,NA,0.23688889,0.5990566
6001404101,401300304,62805004308,Piedmont Avenue Elementary School,e,5,0.74299997,357,0.0446194,0.66141701,0.154856,0.060367409,0.039370101,0.00787402,6800.147695,22310.19656,0.75720024,0.027461488,0.1141996,0.062290691,0.91080755,0.63881075,NA,0.078938529,0
6001404200,401300304,62805004275,Hillcrest Elementary School,"e,m",10,0.039999999,334,0.59248602,0.069364198,0.0751445,0.13005771,0.13005801,NA,5073.332508,16644.79223,0.71161252,0.087231703,0.14336818,0.055586129,0.78912133,0.62384939,83393,0.030338053,0
6001404300,401300304,62805004239,Chabot Elementary School,e,10,0.093000002,514,0.58813602,0.122034,0.094915301,0.08474578,0.096610203,0.00169492,4399.454909,14433.90764,0.70768327,0.049161024,0.15572564,0.088313214,0.76992542,0.61327052,NA,0.017073888,NA
6001404300,401300304,62805011560,Far West,"m,h",NA,NA,157,NA,NA,NA,NA,NA,NA,6012.831754,19727.13893,0.70768327,0.049161024,0.15572564,0.088313214,0.76992542,0.61327052,NA,0.017073888,NA
6001404502,401300304,62805004318,Thornhill Elementary School,e,10,0.101,390,0.55440402,0.111399,0.095854901,0.13212402,0.085492201,0.00777202,5216.693946,17115.13817,0.77010858,0.041781705,0.11246089,0.076385051,0.84566444,0.64349669,NA,0.029455081,0
6001404502,401300304,62805004302,Montclair Elementary School,e,10,0.12,451,0.52372301,0.15146001,0.124088,0.096715368,0.080292001,0.00547445,5780.407768,18964.59302,0.77010858,0.041781705,0.11246089,0.076385051,0.84566444,0.64349669,NA,0.029455081,0
6001404600,401300304,62805004303,Montera Middle School,m,5,0.51200002,913,0.24656101,0.353439,0.202116,0.1132275,0.051851802,0.00529101,7215.002339,23671.26828,0.73203522,0.045897078,0.15136763,0.041492812,0.85008615,0.61143023,NA,0.035987925,0
6001404600,401300304,62805004280,Joaquin Miller Elementary School,e,9,0.168,426,0.52606601,0.165877,0.13033199,0.1066351,0.063980997,NA,7239.530965,23751.74277,0.73203522,0.045897078,0.15136763,0.041492812,0.85008615,0.61143023,NA,0.035987925,0
6001404900,400100009,62805004266,Glenview Elementary School,e,8,0.368,404,0.369892,0.206452,0.165591,0.1462369,0.101075,NA,8400.783132,27561.62533,0.61413306,0.070179701,0.19111219,0.13186012,0.8474524,0.57612032,NA,0.063137442,1
6001404900,400100009,62805004299,Edna Brewer Middle School,m,6,0.69999999,790,0.120198,0.30111501,0.208178,0.29491994,0.032218099,0.00619579,8051.776837,26416.59152,0.61413306,0.070179701,0.19111219,0.13186012,0.8474524,0.57612032,NA,0.063137442,1
6001405100,401300304,62805004253,Crocker Highlands Elementary School,e,10,0.059999999,394,0.582367,0.134571,0.0765661,0.07656616,0.113689,0.00232019,8108.862253,26603.87963,0.66501886,0.14124294,0.10193032,0.040960453,0.80944675,0.62989324,NA,0.017419962,1
6001405200,400100009,62805004304,Oakland High School,h,3,0.866,1730,0.0161082,0.36597899,0.219716,0.38402089,0.00322165,0.00257732,8211.724537,26941.35433,0.46330756,0.12189003,0.24524356,0.12711687,0.84002978,0.58333331,NA,0.077984527,0.13513513
6001405200,400100009,62805004251,Cleveland Elementary School,e,9,0.59899998,348,0.136951,0.20155001,0.118863,0.43410891,0.0930233,0.00258398,8130.720249,26675.59222,0.46330756,0.12189003,0.24524356,0.12711687,0.84002978,0.58333331,NA,0.077984527,0.13513513
6001405402,400100009,62805004261,Franklin Elementary School,e,5,0.89099997,740,0.0133333,0.133333,0.26666701,0.55066633,0.0106667,0.004,6975.842941,22886.62456,0.18396072,0.28936172,0.37414074,0.16530278,0.74031413,0.20837696,NA,0.24713419,0.68586385
6001405600,400100009,62805004241,Bella Vista Elementary School,"p,e",6,0.65100002,500,0.041666701,0.234127,0.218254,0.48214304,0.0198413,0.00198413,7662.263471,25138.66049,0.35257411,0.24305773,0.31638065,0.14695787,0.80903226,0.43096775,NA,0.1226209,0.4214876
6001405901,400100009,62805004265,Garfield Elementary School,e,2,0.92500001,651,0.018211899,0.167219,0.44867501,0.34437129,0.0115894,0.00662252,6146.590065,20165.97855,0.17201382,0.18706812,0.42917079,0.36056268,0.53104836,0.067741938,NA,0.32403752,0.66037738
6001405901,400100009,62805004312,Roosevelt Middle School,m,3,0.963,653,0.0191638,0.17073201,0.33972099,0.4547039,0.00348432,0.00174216,6479.987739,21259.80297,0.17201382,0.18706812,0.42917079,0.36056268,0.53104836,0.067741938,NA,0.32403752,0.66037738
6001406000,400100009,69105112844,Community School For Creative Education,"e,m",NA,NA,NA,NA,NA,NA,NA,NA,NA,5919.063737,19419.50107,0.24510369,0.18894009,0.48156682,0.080645159,0.67477793,0.29741213,NA,0.35829493,0.51030928
6001406000,400100009,62805012842,Infant And Preschool Program,e,NA,NA,10,NA,NA,NA,NA,NA,NA,7452.309219,24449.83418,0.24510369,0.18894009,0.48156682,0.080645159,0.67477793,0.29741213,NA,0.35829493,0.51030928
6001406000,400100009,62805004284,La Escuelita Elementary School,e,4,0.912,258,0.020270299,0.16554099,0.58445901,0.21621589,NA,NA,7346.850228,24103.8401,0.24510369,0.18894009,0.48156682,0.080645159,0.67477793,0.29741213,NA,0.35829493,0.51030928
6001406000,400100009,62805011350,Metwest High School,h,3,0.745,157,0.063829802,0.27659601,0.58156002,0.049645402,0.0141844,NA,7323.406209,24026.92403,0.24510369,0.18894009,0.48156682,0.080645159,0.67477793,0.29741213,NA,0.35829493,0.51030928
6001406000,400100009,62805004255,Dewey Academy,h,3,0.80900002,238,0.0243902,0.41463399,0.41463399,0.1300813,0.00813008,0.00406504,7482.127969,24547.66473,0.24510369,0.18894009,0.48156682,0.080645159,0.67477793,0.29741213,NA,0.35829493,0.51030928
6001406100,400100009,62805012040,Arise High School,h,2,0.94300002,236,0.032388698,0.0121457,0.67206502,0.00404858,0.00809717,0.016194301,5094.038851,16712.72642,0.38878694,0.078899086,0.15412845,0.62283385,0.63471073,0.24694215,NA,0.26260763,0.85130113
6001406100,400100009,69105104288,Lazear Charter Academy,"e,m",3,0.995,NA,0.0124688,0.074813001,0.87780499,0.0124688,0.00997506,0.0124688,4957.907341,16266.10072,0.38878694,0.078899086,0.15412845,0.62283385,0.63471073,0.24694215,NA,0.26260763,0.85130113
6001406100,400100009,62805002893,Oakland Charter Academy,m,9,0.884,172,0.0157895,0.021052601,0.41052601,0.53684229,0.00263158,NA,5266.596606,17278.86081,0.38878694,0.078899086,0.15412845,0.62283385,0.63471073,0.24694215,NA,0.26260763,0.85130113
6001406100,400100009,62805008678,International Community School,e,3,0.954,342,0.0144928,0.0318841,0.89855099,0.04637685,NA,NA,5396.293106,17704.37428,0.38878694,0.078899086,0.15412845,0.62283385,0.63471073,0.24694215,NA,0.26260763,0.85130113
6001406100,400100009,62805004288,Lazear Elementary,e,NA,NA,249,NA,NA,NA,NA,NA,NA,4939.544815,16205.85621,0.38878694,0.078899086,0.15412845,0.62283385,0.63471073,0.24694215,NA,0.26260763,0.85130113
6001406100,400100009,62805008677,Ascend School,"e,m",3,0.917,436,0.0115207,0.0184332,0.93548399,0.027649749,NA,0.00230415,4938.193305,16201.42212,0.38878694,0.078899086,0.15412845,0.62283385,0.63471073,0.24694215,NA,0.26260763,0.85130113
6001406100,400100009,62805011294,Think College Now School,e,7,0.898,298,0.0196721,0.121311,0.80000001,0.036065601,0.016393401,0.00327869,5396.293106,17704.37428,0.38878694,0.078899086,0.15412845,0.62283385,0.63471073,0.24694215,NA,0.26260763,0.85130113
6001406202,400100009,62805008680,Urban Promise Academy,m,4,0.97500002,315,0.0154321,0.0308642,0.85493797,0.067901298,NA,NA,5767.683927,18922.84813,0.43891984,0.14380626,0.11915988,0.55829406,0.58151817,0.17689769,NA,0.38737124,0.80000001
6001406202,400100009,62805010728,World Academy,e,3,0.97899997,475,0.00631579,0.0294737,0.91578901,0.029473601,0.0126316,0.00631579,5751.656005,18870.26309,0.43891984,0.14380626,0.11915988,0.55829406,0.58151817,0.17689769,NA,0.38737124,0.80000001
6001406202,400100009,62805011561,Achieve Academy,e,5,1,245,0.033816401,0.038647301,0.87439603,0.033816438,0.0144928,0.00483092,5751.656005,18870.26309,0.43891984,0.14380626,0.11915988,0.55829406,0.58151817,0.17689769,NA,0.38737124,0.80000001
6001406300,400100009,62805011557,Manzanita Seed,e,5,0.74199998,219,0.111413,0.152174,0.64945698,0.04347828,0.027173899,0.00543478,6837.764078,22433.6099,0.32123184,0.17175764,0.35077617,0.30445668,0.64380044,0.25238445,NA,0.21732599,0.84641635
6001406300,400100009,62805004294,Manzanita Community,e,2,0.86299998,290,0.0228571,0.30571401,0.39714301,0.2428571,0.0114286,NA,6837.764078,22433.6099,0.32123184,0.17175764,0.35077617,0.30445668,0.64380044,0.25238445,NA,0.21732599,0.84641635
6001406602,400100009,62805004264,Fruitvale Elementary School,e,2,0.77600002,529,0.0709382,0.336384,0.370709,0.18535426,0.0114416,0.00228833,7488.519916,24568.63568,0.3545486,0.15738499,0.31096506,0.35143548,0.72548002,0.22262584,NA,0.20857835,0.85333335
6001406700,400100009,62805004242,Bret Harte Middle School,m,2,0.85900003,NA,0.055762101,0.37174699,0.31040901,0.2063199,0.018587399,0.0111524,8150.732504,26741.24923,0.63524264,0.095266506,0.18118536,0.12410501,0.81064749,0.48546761,NA,0.10167798,0
6001406700,400100009,62805004314,Sequoia Elementary School,e,6,0.48500001,391,0.285393,0.26966301,0.18202201,0.1730338,0.0651685,NA,8202.391383,26910.73374,0.63524264,0.095266506,0.18118536,0.12410501,0.81064749,0.48546761,NA,0.10167798,0
6001406800,400100009,62805004287,Laurel Elementary School,e,4,0.80400002,513,0.037769798,0.37050399,0.239209,0.31294933,0.0215827,0.00179856,7714.923561,25311.42982,0.46010333,0.16188289,0.2433984,0.16647531,0.83010262,0.44963893,NA,0.094019555,0.43689319
6001406800,400100009,62805005673,American Indian Public Charter School,m,10,0.773,255,0.025252501,0.080808103,0.242424,0.62121248,0.0151515,NA,7650.489439,25100.03177,0.46010333,0.16188289,0.2433984,0.16647531,0.83010262,0.44963893,NA,0.094019555,0.43689319
6001406800,400100009,62805011563,American Indian Public High School,h,10,0.81199998,192,0.0268456,0.167785,0.161074,0.62416142,0.00671141,0.00671141,7687.943456,25222.91241,0.46010333,0.16188289,0.2433984,0.16647531,0.83010262,0.44963893,NA,0.094019555,0.43689319
6001406900,400100009,62805004310,Redwood Heights Elementary School,e,7,0.24699999,346,0.42032999,0.17033,0.16208801,0.10989011,0.107143,0.00274725,8570.435588,28118.22789,0.43179461,0.26737553,0.18283194,0.11047718,0.87443781,0.41304347,48239,0.15408723,0.71165645
6001407000,400100009,62805004238,Allendale Elementary School,e,1,0.94,461,0.025974,0.350649,0.45714301,0.1298701,0.028571401,0.0025974,6959.641936,22833.47165,0.18436806,0.23892595,0.33795109,0.28116983,0.64231867,0.11879387,NA,0.22914116,0.90102386
6001407101,400100009,62805011909,United For Success Academy,m,2,0.95599997,419,0.00917431,0.139908,0.75917399,0.084862404,NA,0.00229358,6148.080973,20170.86998,0.39920107,0.14700399,0.21118508,0.53928095,0.59728122,0.17544605,NA,0.39520639,0.70697677
6001407101,400100009,62805008676,Life Academy,"m,h",4,0.94300002,267,0.0190931,0.088305503,0.79713601,0.09069214,NA,0.00238663,6148.080973,20170.86998,0.39920107,0.14700399,0.21118508,0.53928095,0.59728122,0.17544605,NA,0.39520639,0.70697677
6001407102,400100009,62805012054,Learning Without Limits School,e,2,0.93599999,373,0.018041199,0.17268001,0.639175,0.12886626,NA,0.00257732,5734.254157,18813.17041,0.42140222,0.24083641,0.14169742,0.48216483,0.69275999,0.19882396,NA,0.22191983,0.44890511
6001407102,400100009,62805012053,Global Family School,e,3,0.97600001,386,0.00479616,0.0527578,0.916067,0.0167866,NA,NA,5734.254157,18813.17041,0.42140222,0.24083641,0.14169742,0.48216483,0.69275999,0.19882396,NA,0.22191983,0.44890511
6001407102,400100009,62805012542,Aspire Eres Academy,"e,m",6,0.97299999,225,NA,0.0135135,0.96846801,0.0135135,0.0045045,NA,5403.52692,17728.10726,0.42140222,0.24083641,0.14169742,0.48216483,0.69275999,0.19882396,NA,0.22191983,0.44890511
6001407300,400100009,62805004301,Bridges Academy,e,2,0.94499999,388,0.016393401,0.016393401,0.93715799,0.0191257,NA,0.00546448,4869.915116,15977.41231,0.45602864,0.12097095,0.16673298,0.53641069,0.62770808,0.21151653,NA,0.23924407,0.627451
6001407600,400100009,62805011349,Mandela High School,h,NA,NA,332,NA,NA,NA,NA,NA,NA,5307.627879,17413.47785,0.22984928,0.40727392,0.13269986,0.28915465,0.69699246,0.1641604,NA,0.22669074,0.68100357
6001407600,400100009,62805008679,Melrose Leadership Academy,"e,m",2,0.72600001,210,0.0875706,0.17514101,0.68361598,0.02259884,0.0254237,0.00282486,6457.118784,21184.77359,0.22984928,0.40727392,0.13269986,0.28915465,0.69699246,0.1641604,NA,0.22669074,0.68100357
6001407600,400100009,62805011289,College Preparatory And Architecture Academy,h,NA,NA,361,NA,NA,NA,NA,NA,NA,5307.627879,17413.47785,0.22984928,0.40727392,0.13269986,0.28915465,0.69699246,0.1641604,NA,0.22669074,0.68100357
6001407600,400100009,62805004277,Horace Mann Elementary School,e,2,0.93199998,329,0.018970201,0.40921399,0.39295399,0.14905149,0.016260199,NA,5599.91461,18372.42385,0.22984928,0.40727392,0.13269986,0.28915465,0.69699246,0.1641604,NA,0.22669074,0.68100357
6001407600,400100009,62805011348,Media College Preparatory,h,NA,NA,265,NA,NA,NA,NA,NA,NA,5307.627879,17413.47785,0.22984928,0.40727392,0.13269986,0.28915465,0.69699246,0.1641604,NA,0.22669074,0.68100357
6001407600,400100009,62805004298,Maxwell Park International Academy,e,NA,NA,224,NA,NA,NA,NA,NA,NA,6495.868511,21311.90525,0.22984928,0.40727392,0.13269986,0.28915465,0.69699246,0.1641604,NA,0.22669074,0.68100357
6001407700,400100009,69105113008,Urban Montessori Charter School,"e,m",NA,0.39300001,170,0.32243001,0.21962599,0.23364501,0.084112197,0.079439297,0.00934579,6706.559454,22003.14852,0.32695106,0.5317499,0.026417838,0.13984488,0.90631098,0.39329863,NA,0.092156865,0.58620691
6001407900,400100009,62805010719,Oakland Community Day Middle School,m,1,0.86400002,12,0.045454498,0.590909,0.31818199,0.045454498,NA,NA,8215.344303,26953.2302,0.49965611,0.14408529,0.16471802,0.086657494,0.85464013,0.47774622,NA,0.050310131,1
6001407900,400100009,62805010718,Community Day School,h,NA,0.81300002,28,NA,0.625,0.25,0.0625,0.0625,NA,8215.344303,26953.2302,0.49965611,0.14408529,0.16471802,0.086657494,0.85464013,0.47774622,NA,0.050310131,1
6001408000,400100009,62805012006,Conservatory of Vocal/Instrumental Arts School,"e,m",8,0.55000001,235,0.073593102,0.60606098,0.16883101,0.069264099,0.077922098,NA,8900.897555,29202.42073,0.52475953,0.15710723,0.19700748,0.1193445,0.82697332,0.565081,NA,0.062237173,0.10344828
6001408100,400100009,62805004246,Carl B. Munck Elementary School,e,5,0.71100003,344,0.073089696,0.58471799,0.172757,0.056478381,0.063122898,0.043189399,9004.310567,29541.70228,0.41341525,0.27428192,0.2170015,0.10742155,0.85404652,0.53628951,NA,0.055122033,0
6001408100,401300195,62805004315,Skyline High School,h,3,0.75099999,1793,0.065132,0.34699601,0.371701,0.1953961,0.00729927,0.00393038,10531.82155,34553.22142,0.41341525,0.27428192,0.2170015,0.10742155,0.85404652,0.53628951,NA,0.055122033,0
6001408300,400100009,62805004306,Parker Elementary School,e,6,0.95300001,230,0.023364499,0.66355097,0.224299,0.070093498,0.00934579,NA,7380.714828,24214.94444,0.29427254,0.43603247,0.07636603,0.17511521,0.84411228,0.32306284,NA,0.11630458,0.71276593
6001408300,400100009,62805004245,Burckhalter Elementary School,e,3,0.79299998,173,0.025,0.69285703,0.121429,0.096428558,0.046428598,NA,7919.897969,25983.91805,0.29427254,0.43603247,0.07636603,0.17511521,0.84411228,0.32306284,NA,0.11630458,0.71276593
6001408400,400100009,62805013676,Aspire College Academy,e,NA,0.96100003,NA,NA,0.267717,0.72440898,0.00787402,NA,NA,6733.901865,22092.8546,0.2104066,0.44498152,0,0.39380154,0.71292585,0.15731463,NA,0.36747503,0.62539685
6001408400,400100009,62805012331,Aspire Golden State College Preparatory Academy,"m,h",3,0.87,395,0.00572519,0.20610701,0.774809,0.00572519,0.00572519,NA,6730.833627,22082.7882,0.2104066,0.44498152,0,0.39380154,0.71292585,0.15731463,NA,0.36747503,0.62539685
6001408500,400100009,62805012059,East Oakland Pride Elementary School,e,2,0.96899998,439,0.00877193,0.267544,0.67324603,0.026315831,0.00438596,0.00219298,6333.92842,20780.60572,0.15388693,0.38356891,0.025618374,0.53904593,0.68222147,0.11206046,NA,0.24712339,0.69873416
6001408600,400100009,62805004296,Markham Elementary School,e,2,0.96799999,419,0.00867052,0.35549101,0.56936401,0.031791888,0.017340999,0.00578035,6410.361548,21031.37058,0.29236948,0.33702812,0.045783132,0.56385541,0.5687691,0.056404557,NA,0.32540193,0.89655173
6001408700,400100009,62805010724,Aspire Millsmont Academy,"e,m,h",2,0.88,282,NA,0.62405998,0.34962401,0.0075188,0.0112782,0.0037594,6796.477862,22298.15643,0.26385015,0.45781851,0.005447057,0.51919758,0.65980083,0.09393391,NA,0.32345122,0.86833334
6001408700,400100009,62805011351,Oakland Unity High School,h,5,0.77700001,252,NA,0.058219198,0.81164402,0.00342466,0.0136986,0.00684932,6552.231586,21496.82348,0.26385015,0.45781851,0.005447057,0.51919758,0.65980083,0.09393391,NA,0.32345122,0.86833334
6001408700,400100009,62805011338,East Oakland Leadership Academy,"e,m",5,0.97399998,114,0.086206898,0.422414,0.482759,0.00862069,NA,NA,6139.356524,20142.24646,0.26385015,0.45781851,0.005447057,0.51919758,0.65980083,0.09393391,NA,0.32345122,0.86833334
6001408700,400100009,62805004263,Frick Middle School,m,2,0.95499998,426,NA,0.51602602,0.42948699,0.035256378,0.0128205,0.00320513,6508.452606,21353.19165,0.26385015,0.45781851,0.005447057,0.51919758,0.65980083,0.09393391,NA,0.32345122,0.86833334
6001408700,400100009,62805012055,Greenleaf Elementary School,"p,e,m",5,0.83899999,429,0.0218978,0.109489,0.82116801,0.038321119,0.00364964,NA,5236.958147,17181.62177,0.26385015,0.45781851,0.005447057,0.51919758,0.65980083,0.09393391,NA,0.32345122,0.86833334
6001408700,400100009,62805012052,East Oakland Leadership Academy High,h,4,NA,60,NA,NA,NA,NA,NA,NA,6151.366965,20181.65079,0.26385015,0.45781851,0.005447057,0.51919758,0.65980083,0.09393391,NA,0.32345122,0.86833334
6001408800,400100009,62805012058,Community United Elementary School,e,2,0.917,351,0.016627099,0.249406,0.67695999,0.035629489,0.00712589,NA,5215.685126,17111.82839,0.18618524,0.30659342,0.05023548,0.54960752,0.53660589,0.038709678,NA,0.35725653,0.80645162
6001408800,400100009,62805012057,Futures Elementary School,e,1,0.91600001,326,0.021084299,0.463855,0.44277099,0.036144599,0.0060241,0.00903614,5215.685126,17111.82839,0.18618524,0.30659342,0.05023548,0.54960752,0.53660589,0.038709678,NA,0.35725653,0.80645162
6001408800,400100009,62805011907,Roots International Academy,m,1,0.963,365,0.025788,0.32091701,0.55873901,0.077363901,NA,NA,5153.894247,16909.1024,0.18618524,0.30659342,0.05023548,0.54960752,0.53660589,0.038709678,NA,0.35725653,0.80645162
